Unhedged
1.6515666116932413e-07
540.6231580165835
4941.740152891025
7570.311583991814
7770.311583991527
7113.168724003528
8946.924599008278
6575.49603199605
6318.353174973059
6261.210318059825
4918.3531749852455
16185.05428191793
