,Others(bag + Tape ) ,77,82,8,6,6,-5,-4,9,10,65,4,4,-5,-5,10,10,56,8,8,-6,-5,11,12,59,6,6,-7,-6,11,12,65,6,6,-6,-6,12,12,67,5,6,-6,-6,11,13,70,8,9,-6,-5,13,16,84,4,4,-6,-6,11,14,74,5,2,-6,-6,10,11,66,4,5,-5,-5,9,11,68,2,1,-5,-5,6,8,58,2,1,-5,-4,4,4,30,29,,-30,,5,4,0
,SKD WIP,,,7,104,81,-111,-78,0,10,,129,96,-119,-105,20,0,,103,79,-103,-67,0,12,,53,74,-54,-75,10,10,,81,84,-82,-86,9,8,,65,68,-65,-70,8,7,,57,62,-56,-61,9,8,,56,58,-56,-58,9,8,,81,75,-82,-76,8,7,,72,69,-71,-68,9,8,,62,61,-62,-61,9,8,,63,62,-64,-62,8,8,,489,,-489,,,,
,Element WIP (ZE),,,54,,,3,-4,57,50,,,,1,8,50,58,,,,-6,7,52,64,,,,-7,-10,57,54,,,,6,-6,60,48,,,,4,10,52,59,,,,1,-2,53,57,,,,2,0,55,57,,,,0,0,55,57,,,,-2,-2,53,55,,,,-5,-5,48,49,,,,-5,-5,43,44,,,,1,,43,44,
,Total (Without GIT),,,259,456,436,-362,-309,352,386,,379,347,-405,-371,360,362,,346,290,-390,-349,318,303,,421,442,-378,-384,346,361,,350,366,-385,-404,326,323,,339,358,-371,-379,291,302,,359,360,-359,-356,291,306,,329,318,-344,-335,277,290,,367,332,-355,-326,289,296,,301,271,-332,-300,257,267,,292,269,-323,-291,227,245,,284,215,-288,-257,222,203,,"1,814",0,"-1,802",0,220,195,
,GIT,,,36,,,,,51,32,,,,,,33,38,,,,,,77,44,,,,,,63,31,,,,,,61,25,,,,,,81,65,,,,,,76,55,,,,,,79,73,,,,,,60,57,,,,,,61,55,,,,,,51,51,,,,,,70,64,,,,,,54,,
,Total (With GIT),,,295,456,436,-362,-309,403,418,34,379,347,-405,-371,393,399,34,346,290,-390,-349,394,347,27,421,442,-378,-384,409,392,29,350,366,-385,-404,387,349,28,339,358,-371,-379,372,367,31,359,360,-359,-356,367,362,32,329,318,-344,-335,356,363,33,367,332,-355,-326,349,353,35,301,271,-332,-300,318,322,33,292,269,-323,-291,277,296,35,284,215,-288,-257,292,267,28,"1,814",0,"-1,802",0,274,195,0
,,,,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, TRUE ,,,,,,, FALSE ,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"PIDSG                    
Unit: KUSD",,,,Apr-25,,,,,,,May-25,,,,,,,Jun-25,,,,,,,Jul-25,,,,,,,Aug-25,,,,,,,Sep-25,,,,,,,Oct-25,,,,,,,Nov-25,,,,,,,Dec-25,,,,,,,Jan-26,,,,,,,Feb-26,,,,,,,Mar-26,,,,,,,FY26 1H,,,,,,
,,,,C/B,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days,Pur,,Consumption,,C/B,,Inv Days
,,,,Fct,L/F,Act,L/F,Act,L/F,Act,Act,L/F,Act,L/F,Act,L/F,Act,Act,L/F,Act,L/F,Act,L/F,Act,Act,L/F,Act,L/F,Act,L/F,Act,Act,L/F,Act,L/F,Act,L/F,Act,Act,L/F,Act,L/F,Act,L/F,Act,Act,L/F,T/F,L/F,T/F,L/F,T/F,T/F,L/F,T/F,L/F,T/F,L/F,T/F,T/F,L/F,T/F,L/F,T/F,L/F,T/F,T/F,L/F,T/F,L/F,T/F,L/F,T/F,T/F,L/F,T/F,L/F,T/F,L/F,T/F,T/F,L/F,T/F,L/F,T/F,L/F,T/F,T/F,BP,T/F,BP,T/F,BP,T/F,T/F
,Capacitor,,,"6,850","15,719","15,445","-12,511","-12,553","10,057","11,326",23,"10,650","11,298","-14,660","-14,805","5,864","6,412",14,"13,370","14,400","-13,746","-14,123","7,022","6,721",13,"15,552","15,681","-14,988","-15,028","7,176","7,164",14,"14,267","14,320","-15,695","-15,542","5,836","6,038",12,"15,510","15,412","-14,983","-15,315","6,469","6,100",12,"15,406","14,768","-14,977","-15,165","6,898","5,746",12,"15,928","15,904","-14,518","-14,169","8,308","7,377",16,"14,205","15,340","-13,803","-13,916","8,710","8,801",21,"5,967","7,851","-8,906","-12,609","5,770","4,044",12,"8,847","10,827","-8,805","-9,925","5,812","4,946",15,"11,425","14,057","-8,855","-9,620","8,411","9,404",26,"69,677",0,"-71,247","-12,797","7,006",0,0
,Inductor,,,"2,005","3,627","3,470","-3,298","-3,182","2,515","2,722",25,"3,348","3,478","-3,216","-3,308","2,687","2,649",24,"3,348","3,386","-3,322","-3,332","2,600","2,623",24,"3,373","3,153","-3,376","-3,283","2,725","2,605",23,"3,379","3,424","-3,392","-3,437","2,632","2,464",22,"3,292","3,285","-3,334","-3,352","2,638","2,488",22,"3,305","3,341","-3,369","-3,390","2,549","2,549",23,"3,199","3,199","-3,326","-3,364","2,412","2,383",22,"3,257","3,247","-3,223","-3,188","2,585","2,562",24,"3,329","3,157","-3,308","-3,195","2,536","2,484",24,"3,248","3,100","-3,226","-3,166","2,559","2,448",24,"3,069","2,975","-3,298","-3,121","2,256","2,167",21,"19,769",0,"-19,721",0,"2,458","1,902",0
,Resistor,,,878,176,181,-204,-193,855,866,124,160,164,-220,-210,814,819,115,205,205,-215,-214,815,811,120,141,140,-181,-203,778,748,153,172,171,-179,-147,741,772,114,158,182,-189,-203,785,753,87,282,271,-243,-261,788,769,86,235,252,-273,-268,752,756,74,254,296,-264,-308,746,748,81,216,249,-243,-278,723,723,70,216,262,-272,-310,664,672,71,176,272,-247,-282,594,677,70,"1,422",0,"-1,824",-260,633,386,267
,Varistor,,,295,456,436,-362,-309,403,418,34,379,347,-405,-371,393,399,34,346,290,-390,-349,394,347,27,421,442,-378,-384,409,392,29,350,366,-385,-404,387,349,28,339,358,-371,-379,372,367,31,359,360,-359,-356,367,362,32,329,318,-344,-335,356,363,33,367,332,-355,-326,349,353,35,301,271,-332,-300,318,322,33,292,269,-323,-291,277,296,35,284,215,-288,-257,292,267,28,"1,814",0,"-1,802",0,274,195,0
,Total,,,"10,028","19,977","19,533","-16,376","-16,237","13,831","15,331",25,"14,538","15,287","-18,500","-18,695","9,757","10,279",17,"17,270","18,281","-17,673","-18,018","10,831","10,501",17,"19,488","19,416","-18,923","-18,899","11,089","10,908",17,"18,169","18,282","-19,651","-19,530","9,596","9,622",15,"19,299","19,237","-18,877","-19,250","10,264","9,708",15,"19,352","18,741","-18,948","-19,171","10,602","9,425",16,"19,691","19,674","-18,461","-18,136","11,827","10,879",18,"18,083","19,215","-17,645","-17,738","12,390","12,464",23,"9,812","11,528","-12,790","-16,382","9,347","7,573",17,"12,604","14,458","-12,625","-13,692","9,312","8,362",19,"14,954","17,518","-12,687","-13,279","11,553","12,515",26,"92,682",0,"-94,594","-13,057","10,370","2,483",34
,,,,"9,991",,,,,,"13,287",,,,,,,"9,880",,,,,,,-330,,,,,,,,,,,,,,,,,,,,,-556,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,962,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,36,,,,,,"2,044",,,,,,,399,,,,,,,359,,,,,,,248,,,,,,,211,,,,,,,310,,,,,,,457,,,,,,,373,,,,,,,481,,,,,,,443,,,,,,,466,,,,,,,380,,,,,,,,
