,s1,s2
0,7000.0,4886.83127572017
1,7000.0,4886.83127572017
2,7000.0,4886.83127572017
3,7000.0,4886.83127572017
4,7000.0,4886.83127572017
5,1937.2404938271297,4886.83127572017
6,0.0,2764.92
7,2955.3766255143996,2767.36
8,0.0,2767.36
9,0.0,2767.36
10,0.0,2767.36
11,0.0,2767.36
